ID	Front	Back	Notes	Tags
cum-8284ef6a75	глаза	occhi		corpo lez-10
cum-267dc68de9	глубокий	profondo		aggettivi
cum-ae07dcaf42	говорить	parlare		verbi lez-6
cum-605cea2eac	год	anno		tempo-e-date lez-8
cum-baaeecb7e8	год назад	un anno fa		tempo-e-date lez-12
cum-f67741b522	голова	testa		corpo lez-10
cum-1afb132baa	голодный	affamato		aggettivi
cum-b5ca894035	город	città		natura-e-luoghi lez-1
cum-c04805044a	горох	piselli		cibo-e-bevande lez-3
cum-b3309a1d25	горы	montagne		natura-e-luoghi lez-14
cum-6600fbf91f	горячий	bollente		aggettivi lez-11
cum-2453344da6	гости	ospiti		feste lez-14
cum-1c1af87fc4	гостиница	albergo		luoghi-in-citta lez-4
cum-d9e1e3d339	гость	ospite		persone-e-famiglia
cum-6aa18dd9e4	готов	pronto		aggettivi lez-1
cum-97a63716e6	готовить	cucinare		verbi lez-10
cum-e5a9ce91b7	гранат	melograno		cibo-e-bevande lez-9
cum-c9c1e2bce7	грейпфрут	pompelmo		cibo-e-bevande lez-9
cum-b168dcd825	гриб	fungo		cibo-e-bevande
cum-6c9eec0305	гроза	temporale		meteo-e-stagioni lez-14
cum-137ad30165	громкий	forte		aggettivi lez-11
cum-dbe8d02739	громко	a voce alta		avverbi lez-7
cum-78742c4f77	груша	pera		cibo-e-bevande lez-3
cum-0e49181c6c	гулять	passeggiare		verbi lez-6
cum-d4f57dba81	да	sì		pronomi-e-connettori lez-1
cum-af6eb837ba	давай	forza		saluti-e-cortesia lez-1
cum-7360655117	давать	dare		verbi
cum-190a9a96a8	давно	da tanto tempo		orari-e-frequenza lez-8 lez-12
cum-89598e6ac2	дай	dammi		saluti-e-cortesia lez-3
cum-5081e62972	далеко	lontano		avverbi lez-4
cum-6ec542941d	далёкий	lontano		aggettivi
cum-c1029c9530	дверь	porta		casa-e-oggetti lez-1
cum-283bda43f4	двоюродная сестра	cugina		persone-e-famiglia lez-3
cum-21b0b2c4b1	двоюродный брат	cugino		persone-e-famiglia lez-3
cum-127297ea43	двоюродный брат / сестра	cugino		persone-e-famiglia
cum-8ac5979b70	девушка	ragazza / fidanzata		persone-e-famiglia lez-2 lez-3
cum-08b2ad45dc	девушка / подруга	fidanzata		persone-e-famiglia
cum-cbbb0cce1f	дедушка	nonno		persone-e-famiglia lez-3
cum-53b4af9288	декабрь	dicembre		tempo-e-date lez-14
cum-5fb3d3a690	делать	fare		verbi lez-6
cum-e2d65893aa	день	pomeriggio		tempo-e-date lez-8
cum-c0d80d1dd3	день рождения	compleanno		feste lez-11
cum-5133eb79b0	деньги	soldi		casa-e-oggetti lez-3
cum-5b0e40a48f	дерево	albero		natura-e-luoghi lez-3 lez-11 lez-14
cum-9f1fea2365	дети	bambini / figli		persone-e-famiglia lez-2 lez-3
cum-da9db7c730	дешёвый	economico		aggettivi lez-11
cum-9ba722de0a	джем / варенье	marmellata		cibo-e-bevande
cum-1f374d1c68	диван	divano		casa-e-oggetti
cum-74d778cddc	длинный	lungo		aggettivi lez-11
cum-fc3f8ff7e9	до встречи	ci vediamo		saluti-e-cortesia lez-2
cum-cafe001823	до свидания	arrivederci		saluti-e-cortesia lez-2
cum-b1d3ed8062	доброе утро	buongiorno		saluti-e-cortesia lez-2
cum-1a5c819f1b	добрый вечер	buonasera		saluti-e-cortesia lez-2
cum-39b2c2862b	добрый день	buongiorno		saluti-e-cortesia lez-2
cum-b6cae208db	дождливо	piovoso		avverbi lez-14
cum-39ce0b3fbb	дождливый	piovoso		meteo-e-stagioni
cum-b5127a6a2d	дождь	pioggia		meteo-e-stagioni lez-13 lez-14
cum-315ab9934e	долго	a lungo		avverbi lez-7
cum-faa87539a1	долгое время	da tanto tempo		tempo-e-date
cum-8e35c31399	дом	casa		casa-e-oggetti lez-1
cum-7c50c039f7	домашнее задание	compiti a casa		scuola-e-lingua lez-8
cum-a18928ce3d	домохозяйка	casalinga		professioni lez-2
cum-5edb5faec9	дорогой	costoso		aggettivi lez-11
cum-0b3dfe225a	доска	lavagna		scuola-e-lingua lez-1
cum-2d0d44f22e	дочь	figlia		persone-e-famiglia lez-3
cum-6d15d36f74	друг	amico		persone-e-famiglia lez-3
cum-99a8e56759	другой	altro		aggettivi lez-11
cum-6fcaa5b24d	думать	pensare		verbi lez-6
cum-57b6d001dd	дыня	melone		cibo-e-bevande lez-3
cum-4373affd9c	дядя	zio		persone-e-famiglia lez-3
cum-99e6ba42ca	его	lui		pronomi-e-connettori lez-2
cum-1696ea33ca	еда	cibo		cibo-e-bevande lez-3
cum-d926bd4840	ей нравится	le piace		gusti-e-preferenze lez-9
cum-0fa3f7ddd3	ель	abete		natura-e-luoghi lez-2
cum-44db55d17a	ему нравится	gli piace		gusti-e-preferenze lez-9
cum-bcd444d9ed	если	se		pronomi-e-connettori lez-8
cum-3d51050347	есть	c'è / mangiare / mangiare		verbi lez-4 lez-10
cum-09a161f076	есть сладости	mangiare dolci		cibo-e-bevande
cum-74edeacb87	ещё	ancora		avverbi lez-6 lez-7
cum-69ebf34fa5	ещё раз	di nuovo		orari-e-frequenza lez-8
cum-2146115ccd	её	lei		pronomi-e-connettori lez-2
cum-4590a28be0	жаба	rospo		animali
cum-bdde4f45c5	жарко	caldo		avverbi lez-14
cum-fe03640933	жена	moglie		persone-e-famiglia lez-1 lez-3
cum-56da5ef373	женат / замужем	sposato		aggettivi
cum-b7890dc33e	женщина	donna		persone-e-famiglia lez-1 lez-2
cum-907e1a0581	животное	animale		animali lez-3 lez-12
cum-0085afb774	животные	animali		animali lez-12
cum-1dc0e80a5a	жизнь	vita		scuola-e-lingua
cum-d678bc314d	жить	vivere		verbi lez-13
cum-90d6817dbe	журнал	rivista		scuola-e-lingua lez-1
cum-f1db7944b0	завод	fabbrica		luoghi-in-citta lez-14
cum-6103388cfc	завтра	domani		tempo-e-date lez-2 lez-8 lez-12
cum-660e64c53d	завтрак	colazione		cibo-e-bevande lez-6 lez-10
cum-f5cd7c5a16	завтракать	fare colazione		verbi lez-6
cum-a096ac89c2	загорать	prendere il sole		verbi lez-14
cum-9016526832	заканчивать	finire		verbi lez-9
cum-7970f512e0	закрываться	chiudersi		verbi lez-14
cum-63afe23a51	заметка	nota		casa-e-oggetti scuola-e-lingua
cum-6e05603ddd	заниматься спортом	fare sport		verbi
cum-837d0dbab1	запад	ovest		direzioni-e-geografia lez-14
cum-d3cdb260fc	записка	nota		scuola-e-lingua lez-10
cum-f855ada4de	заправка	benzinaio		luoghi-in-citta lez-4
cum-53096f7024	звезда	stella		natura-e-luoghi lez-10
cum-1c3c908fe3	здесь	qui		avverbi lez-4
cum-93d085e99c	здравствуйте	salve		saluti-e-cortesia lez-2
cum-8361c0dfdb	зима	inverno		tempo-e-date lez-14
cum-69d4f1a300	знать	sapere		verbi lez-6
cum-44fbe9f78b	зонт	ombrello		abbigliamento lez-1
cum-308a642414	зоопарк	zoo		luoghi-in-citta lez-4
cum-1ff05b77d9	зуб	dente		corpo
cum-a59e2c2429	и	e		pronomi-e-connettori lez-6
cum-823a670b2e	игра	gioco		sport-e-giochi lez-9
cum-1fe3b27f12	играть	giocare		verbi lez-6
cum-97a28fc05c	игрушки	giocattoli		casa-e-oggetti lez-4
cum-a50c7ea714	идеальный	perfetto		aggettivi
cum-e486121053	идея	idea		scuola-e-lingua
cum-1b78296810	идти	andare		verbi lez-13
cum-57bbf6760e	извини	scusa		saluti-e-cortesia lez-1
cum-06ec30617c	извините	scusate		saluti-e-cortesia lez-1
cum-f8475c1e9c	изучать	studiare		verbi lez-6 lez-12
cum-e39a6a5260	икра	caviale		cibo-e-bevande lez-1 lez-3
cum-30bb0333ca	или	oppure		pronomi-e-connettori lez-1
cum-7c77f121ff	им нравится	a loro piace		gusti-e-preferenze lez-9
cum-3c0453ec36	имя	nome		persone-e-famiglia lez-3
cum-03b640cf05	инженер	ingegnere		professioni lez-2
cum-52a96926c7	иногда	ogni tanto		orari-e-frequenza lez-8
cum-a375df34f8	иностранец	straniero		scuola-e-lingua lez-8
cum-21a3098366	интересно	interessante		aggettivi lez-7
cum-43d3ee6317	интересный	interessante		aggettivi lez-11
cum-7bf6e26835	исключения	eccezioni		grammatica lez-14
cum-96b5cf70fd	их	loro		pronomi-e-connettori lez-2
cum-e8d84a1cc3	июль	luglio		tempo-e-date lez-14
cum-57782a330e	июнь	giugno		tempo-e-date lez-14
cum-9dfb6bd3c2	к сожалению	purtroppo		avverbi lez-5
cum-44ddaa081c	к счастью	fortunatamente		avverbi
cum-c420fabded	к чёрту	al diavolo		saluti-e-cortesia lez-8
cum-e3704a51a6	кабачки	zucchine		cibo-e-bevande lez-5
cum-ccfa996d20	кабачок	zucchina		cibo-e-bevande
cum-57804c7bf1	кабинет	studio		scuola-e-lingua lez-7
cum-b3c20263d8	каждый	ogni		aggettivi lez-4
cum-c2370256bf	как всегда	come sempre		avverbi lez-7
cum-c1cddea745	как обычно	come al solito		avverbi
cum-5fd07afb28	как по-русски?	come si dice in russo?		saluti-e-cortesia lez-7
cum-28efe0012f	как тебя зовут?	come ti chiami?		saluti-e-cortesia lez-2
cum-d07b39570d	как часто	quanto spesso		orari-e-frequenza lez-8
cum-3aece35c49	как часто?	con che frequenza?		domande-e-connettori
cum-83bc0b45b4	какая сегодня погода?	che tempo fa oggi?		meteo-e-stagioni
cum-6a0ff0a292	каникулы	vacanze		sport-e-giochi lez-14
cum-91bb239422	каникулы / отпуск	vacanza		viaggi-e-trasporti
cum-7e170532a5	капуста	cavolo		cibo-e-bevande lez-3
cum-fa7067d2be	карандаш	matita		scuola-e-lingua lez-1
cum-4538cca8f8	карман	tasca		casa-e-oggetti
cum-4164bc53b9	карта	mappa		casa-e-oggetti lez-1
cum-4e4cc5c967	картина	quadro		casa-e-oggetti lez-1
cum-1d857a168e	картофель	patata		cibo-e-bevande lez-3
cum-c34783b75f	карты	carte		sport-e-giochi lez-14
cum-2b0c02d8f9	кататься на коньках	pattinare		sport-e-giochi lez-14
cum-cc457f42f0	кататься на лыжах	sciiare		verbi
cum-896b9df1e4	каштаны	castagne		cibo-e-bevande lez-14
cum-19096e6a36	квартира	appartamento		casa-e-oggetti lez-5
cum-b97e15a9df	кенгуру	canguro		animali lez-13
cum-d5d02d09c2	киви	kiwi		cibo-e-bevande lez-3
cum-285fcfcc46	класс	aula		scuola-e-lingua lez-1
cum-1fa41272b1	клубника	fragola		cibo-e-bevande lez-3
cum-b36af61a5d	ключ	chiave		casa-e-oggetti lez-1
cum-2b8417e9a3	книга	libro		scuola-e-lingua lez-1
cum-5a9a87f55a	ковёр	tappeto		casa-e-oggetti lez-14
cum-d2ec71efab	когда	quando		pronomi-e-connettori lez-8
cum-cf38f9d719	когда?	quando?		domande-e-connettori
cum-d15ee55a86	колбаса	salame		cibo-e-bevande lez-10
cum-91447b7e15	колготки	calze		abbigliamento lez-3
cum-8aa90774ee	коллекционер	collezionista		professioni lez-13
cum-ec67f96980	команда	squadra		persone-e-famiglia lez-11
cum-cd6eb7d084	командировка	trasferta		viaggi-e-trasporti lez-14
cum-34cf877e52	комната	stanza		casa-e-oggetti lez-13
cum-0265e48e06	компьютер	computer		casa-e-oggetti lez-14
cum-5125443ca9	конечно	certo		avverbi lez-4
cum-b0a51e6640	кончать	finire		verbi lez-9
cum-42b795db79	корова	mucca		animali lez-12
cum-3190a4843e	короткий	corto		aggettivi lez-11
cum-d9c4844f5a	корт	campo		natura-e-luoghi lez-4
cum-4102d9934c	костюм	abito		abbigliamento lez-11
cum-9e7f48584c	кот	gatto		animali lez-1
cum-23f8123d3e	который час	che ora è		pronomi-e-connettori lez-8
cum-a83103468f	который час?	che ora è?		domande-e-connettori
cum-a847d5f94f	кофе	caffè		cibo-e-bevande lez-3
cum-9c8c4ea2dd	кошка	gatto		animali lez-12
cum-78026ba0f4	красиво	bello		aggettivi lez-7
cum-bcf157c270	красивый	bello		aggettivi lez-11
cum-e6ca30c72e	кровать	letto		casa-e-oggetti lez-13
cum-e9e8dfd1c4	крокодил	coccodrillo		animali
cum-e92cee7e91	крокодилы	coccodrilli		animali lez-13
cum-f2cbc7235d	кто ты по профессии?	che lavoro fai?		saluti-e-cortesia lez-2
cum-77692a12ff	кто это?	chi è questo?		pronomi-e-connettori lez-1
cum-e392787d46	кукуруза	mais		cibo-e-bevande lez-3
cum-a34781c7d9	курить	fumare		verbi lez-6
cum-166f3484bb	курица	pollo / gallina		animali cibo-e-bevande lez-3 lez-12
cum-cdda8f8e9d	куртка	giubbino		abbigliamento lez-11
cum-ee80dfd7ab	лампа	lampada		casa-e-oggetti lez-1
cum-f4f2c40d9e	лапша	noodles		cibo-e-bevande lez-9
cum-c17256b967	лежать	essere sdraiato		verbi lez-13
cum-1357eec09e	лежать на диване	Sdraiarsi sul divano		espressioni-utili
cum-f82b5ea4e7	лес	foresta		natura-e-luoghi lez-10 lez-14
cum-5d4f4eb7e5	лето	estate		tempo-e-date lez-14
cum-de3a994b67	ливень	acquazzone		meteo-e-stagioni lez-14
cum-da814b82b8	лимон	limone		cibo-e-bevande lez-3
cum-02fa8148c6	литера	lettera		scuola-e-lingua lez-2
cum-f510ca3c95	лодка	barca		natura-e-luoghi lez-14
cum-037c14d7e4	ложка	cucchiaio		stoviglie-e-posate lez-4
cum-5a29514b09	ложь / неверно	falso		domande-e-connettori
cum-ae6d33d262	лошадь	cavallo		animali lez-11 lez-12
cum-f2dac64918	лук	cipolla		cibo-e-bevande lez-2
cum-6996afc950	лыжи	sci		abbigliamento lez-3
cum-ae25dda7cf	любимый	preferito		gusti-e-preferenze lez-11
cum-f1a255bea6	любить	amare		verbi lez-10
cum-8670f891d3	люди	persone		persone-e-famiglia lez-2
cum-06acd64020	лягушка	rana		animali lez-12
cum-77c7231514	лёгкий	facile		aggettivi lez-11
cum-dea5c61b97	магазин	negozio		luoghi-in-citta lez-4
cum-a52fcec396	май	maggio		tempo-e-date lez-14
cum-0b652f9618	макароны	pasta		cibo-e-bevande lez-9
cum-dfe9a7e83c	маленький	piccolo		aggettivi lez-11
cum-1e6b349f02	малина	lampone		cibo-e-bevande lez-3
cum-df4cf9d223	мало	poco		avverbi lez-7
cum-2d78e78f55	мальчик	bambino		persone-e-famiglia lez-2
cum-2241a273ca	мама	mamma		persone-e-famiglia lez-3
cum-167bb52c69	манго	mango		cibo-e-bevande lez-3
cum-f5291303dd	март	marzo		tempo-e-date lez-14
cum-eabfe5f6e0	масло	burro		cibo-e-bevande lez-14
cum-99ef9a0b72	мать	madre		persone-e-famiglia lez-3
cum-4c843c3478	машина	macchina		viaggi-e-trasporti lez-1
cum-c668baba34	медаль	medaglia		casa-e-oggetti
cum-8e74987aee	медленно	lentamente		avverbi lez-7
cum-27ad138208	медленный	lento		aggettivi lez-11
cum-481bc7db90	менеджер	manager		professioni lez-2
cum-f6257020e1	меня	me		pronomi-e-connettori lez-2
cum-7e61f2631d	месяц	mese		tempo-e-date lez-8
cum-87f3f814ae	месяц назад	un mese fa		tempo-e-date lez-12
cum-6a3981ea4f	мечтать	sognare		verbi lez-14
cum-5fbfd101c3	мне нравится	mi piace		gusti-e-preferenze lez-9
cum-eecd37463d	много	molto		avverbi lez-7
cum-046b134cbb	может быть	forse		pronomi-e-connettori lez-7 lez-10 lez-12
cum-fa127f8411	молодец	bravo		saluti-e-cortesia lez-1
cum-c1acb4c72d	молодой	giovane		aggettivi lez-11
cum-b6ef3c317e	молчать	tacere		verbi lez-12
cum-f129dff8bc	море	mare		natura-e-luoghi lez-3
cum-537588292b	морковь	carota		cibo-e-bevande lez-3
cum-8e4884a48d	мороженое	gelato		cibo-e-bevande lez-5
cum-ae6b59aaee	мост	ponte		natura-e-luoghi lez-10
cum-cb9ffa4cb8	мочь	potere		verbi
cum-7405336818	муж	marito		persone-e-famiglia lez-3
cum-fb008ff7bf	мужчина	uomo		persone-e-famiglia lez-2
cum-62d1d76161	мусорное ведро	bidone della spazzatura		casa-e-oggetti lez-10
cum-fa0374f924	мы	noi		pronomi-e-connettori lez-2
cum-4d3a65d1c2	мясо	carne		cibo-e-bevande lez-2 lez-3
cum-d6cc63be1b	мяч	palla		casa-e-oggetti lez-1
cum-c526fedcb4	нам нравится	ci piace		gusti-e-preferenze lez-9
cum-65dc1d96e3	напитки	bevande		cibo-e-bevande lez-7
cum-e371791144	напиток	bevanda		cibo-e-bevande lez-7
cum-c37fde166e	наречия	avverbi		scuola-e-lingua lez-7
cum-e8e02e5d32	нас	noi		pronomi-e-connettori lez-2
cum-f502cb9307	наушники	cuffie		casa-e-oggetti lez-3
cum-6d0b0b0fda	начинать	iniziare		verbi lez-9
cum-cbb3294346	не женат / не замужем	single		aggettivi
cum-c9b5668b23	не за что	di nulla		saluti-e-cortesia lez-4
cum-8b91d3e12c	небо	cielo		natura-e-luoghi lez-10
cum-211493da17	недавно	da poco tempo		orari-e-frequenza lez-8 lez-12
cum-663631edda	недавно / недолго	da poco tempo		tempo-e-date
cum-d14f3215a5	недалеко	vicino		avverbi lez-4
cum-b16f2229d3	неделя	settimana		tempo-e-date lez-10
cum-e60898040e	немного	un po'		avverbi lez-7
cum-417fb33991	неплохо	non c'è male		avverbi lez-2
cum-999a588d62	неправда	falso		pronomi-e-connettori lez-9
cum-ced07fd144	нет	no		pronomi-e-connettori lez-1
cum-ed95706c7b	ни пуха ни пера	in bocca al lupo		saluti-e-cortesia lez-8
cum-8ceadba8d8	никогда	mai		avverbi lez-6 lez-8
cum-93534da6cf	ничего	niente		pronomi-e-connettori lez-2
cum-7285b1408f	но	ma		pronomi-e-connettori lez-5
cum-d562cb0f03	новости	notizie		scuola-e-lingua lez-6
cum-3697bef0b3	новый	nuovo		aggettivi lez-11
cum-3a7c8b16d5	нога	gamba		corpo lez-10
cum-8ad2c96372	ноги	gambe		corpo lez-10
cum-6d20947d4e	нож	coltello		stoviglie-e-posate lez-4
cum-facd252e50	ножницы	forbici		casa-e-oggetti lez-3
cum-a444ce85a8	нормально	normale		avverbi lez-2
cum-5e8653d962	носки	calze		abbigliamento lez-6
cum-f9e1743dad	ночь	notte		tempo-e-date lez-8
cum-9ac5e80fa8	ноябрь	novembre		tempo-e-date lez-14
cum-ddafa31d9d	нуждаться	avere bisogno		verbi lez-13
cum-829dafe196	нуждаться в	avere bisogno di		verbi
cum-2c8c0afd4c	нут	ceci		cibo-e-bevande lez-3
cum-71d3d5d7b5	обед	pranzo		cibo-e-bevande lez-6 lez-10
cum-1d874309fb	обедать	pranzare		verbi lez-6
cum-1850e1fcc3	облако	nuvola		natura-e-luoghi lez-14
cum-86422a9ddd	облачно	nuvoloso		avverbi lez-14
cum-2c238efa4e	облачный	nuvoloso		meteo-e-stagioni
cum-e3f5d3fe0e	общежитие	dormitorio		casa-e-oggetti lez-13
cum-dca9f3a1ec	обычно	di solito		orari-e-frequenza lez-8
cum-22b8956b09	овощи	verdura		cibo-e-bevande lez-5
cum-f873bc8fef	овца	pecora		animali lez-12
cum-5e3ffa5a73	одежда	abbigliamento		abbigliamento lez-11
cum-1bda6d3c0d	озеро	lago		natura-e-luoghi lez-10
cum-aacd9f0ea5	океан	oceano		natura-e-luoghi lez-4
cum-f663f7daa0	окно	finestra		casa-e-oggetti lez-1
cum-8257f60c2c	октябрь	ottobre		tempo-e-date lez-14
cum-5f92b20ced	он	lui		pronomi-e-connettori lez-2
cum-9e75fdb9bb	она	lei		pronomi-e-connettori lez-2
cum-46f000cbc1	они	loro		pronomi-e-connettori lez-2
cum-d69a4fa76c	оно	esso		pronomi-e-connettori lez-2
cum-993456318c	осень	autunno		tempo-e-date lez-14
cum-b159695cc0	остановка	fermata		viaggi-e-trasporti lez-4
cum-fedb2cda93	остров	isola		natura-e-luoghi lez-4
cum-668db78f3f	осёл	asino		animali lez-12
cum-796f48a47d	ответ	risposta		casa-e-oggetti lez-5
cum-d9a576de14	отвечать	rispondere		verbi lez-6
cum-7c071fd38a	отвечать за	essere responsabile di		verbi lez-7
cum-86df081f5d	отвечать на	rispondere a		verbi lez-7
cum-a42c81c348	отдыхать	riposarsi		verbi lez-6
cum-5b574f7c20	отель	hotel		luoghi-in-citta lez-4
cum-e28872705e	отец	padre		persone-e-famiglia lez-3
cum-caca9bfd20	открытка	cartolina		casa-e-oggetti lez-10
